Date,Ticker,DISHTV.NS,HATHWAY.NS,INOXLEISUR.NS,NAZARA.NS,NETWORK18.NS,PVR.NS,SAREGAMA.NS,SUNTV.NS,TV18BRDCST.NS,ZEEL.NS
2002-07-26,Open,,,,,,,75.54264068603516,,,32.678707122802734
2002-07-26,Volume,,,,,,,10114.0,,,10417471.0
2002-07-29,Adj Close,,,,,,,62.567142486572266,,,25.794309616088867
2002-07-29,Close,,,,,,,68.77230834960938,,,30.663009643554688
2002-07-29,High,,,,,,,74.1173095703125,,,32.358028411865234
2002-07-29,Low,,,,,,,61.36058044433594,,,30.235437393188477
2002-07-29,Open,,,,,,,74.1173095703125,,,30.540847778320312
2002-07-29,Volume,,,,,,,10542.0,,,12310549.0
2002-07-30,Adj Close,,,,,,,63.410011291503906,,,25.948453903198242
2002-07-30,Close,,,,,,,69.69877624511719,,,30.846254348754883
2002-07-30,High,,,,,,,73.19084167480469,,,32.34275817871094
2002-07-30,Low,,,,,,,68.41597747802734,,,30.540847778320312
2002-07-30,Open,,,,,,,71.26663970947266,,,32.05261993408203
2002-07-30,Volume,,,,,,,13094.0,,,13186592.0
2002-07-31,Adj Close,,,,,,,57.83408737182617,,,26.770584106445312
2002-07-31,Close,,,,,,,63.56984329223633,,,31.823562622070312
2002-07-31,High,,,,,,,66.99064636230469,,,32.2205924987793
2002-07-31,Low,,,,,,,58.581180572509766,,,29.41083526611328
2002-07-31,Open,,,,,,,66.99064636230469,,,30.235437393188477
2002-07-31,Volume,,,,,,,40268.0,,,12271817.0
2002-08-01,Adj Close,,,,,,,58.4176139831543,,,26.60359001159668
2002-08-01,Close,,,,,,,64.21124267578125,,,31.62504768371582
2002-08-01,High,,,,,,,66.99064636230469,,,32.58708190917969
2002-08-01,Low,,,,,,,57.725982666015625,,,31.18220329284668
2002-08-01,Open,,,,,,,60.57664489746094,,,32.06789016723633
2002-08-01,Volume,,,,,,,15039.0,,,8791383.0
2002-08-02,Adj Close,,,,,,,58.806640625,,,25.62731170654297
2002-08-02,Close,,,,,,,64.63884735107422,,,30.464494705200195
2002-08-02,High,,,,,,,65.4940414428711,,,30.937877655029297
2002-08-02,Low,,,,,,,60.64791488647461,,,29.930030822753906
2002-08-02,Open,,,,,,,61.28931427001953,,,30.6019287109375
2002-08-02,Volume,,,,,,,11318.0,,,9847287.0
2002-08-05,Adj Close,,,,,,,59.00114440917969,,,25.794309616088867
2002-08-05,Close,,,,,,,64.85264587402344,,,30.663009643554688
2002-08-05,High,,,,,,,66.2779769897461,,,31.365449905395508
2002-08-05,Low,,,,,,,64.42504119873047,,,30.403413772583008
2002-08-05,Open,,,,,,,64.92391204833984,,,30.846254348754883
2002-08-05,Volume,,,,,,,13048.0,,,7967267.0
2002-08-06,Adj Close,,,,,,,59.32533264160156,,,25.678695678710938
2002-08-06,Close,,,,,,,65.20897674560547,,,30.525575637817383
2002-08-06,High,,,,,,,65.92164611816406,,,30.830984115600586
2002-08-06,Low,,,,,,,63.56984329223633,,,29.57880973815918
2002-08-06,Open,,,,,,,63.56984329223633,,,30.540847778320312
2002-08-06,Volume,,,,,,,11924.0,,,13722674.0
2002-08-07,Adj Close,,,,,,,60.29787063598633,,,26.333829879760742
2002-08-07,Close,,,,,,,66.2779769897461,,,31.304367065429688
2002-08-07,High,,,,,,,68.41597747802734,,,32.037349700927734
2002-08-07,Low,,,,,,,65.92164611816406,,,30.998958587646484
2002-08-07,Open,,,,,,,66.20671081542969,,,31.594505310058594
2002-08-07,Volume,,,,,,,10981.0,,,9128161.0
2002-08-08,Adj Close,,,,,,,59.32533264160156,,,25.473159790039062
2002-08-08,Close,,,,,,,65.20897674560547,,,30.281248092651367
2002-08-08,High,,,,,,,67.27571105957031,,,31.640317916870117
2002-08-08,Low,,,,,,,64.85264587402344,,,30.098003387451172
2002-08-08,Open,,,,,,,66.3492431640625,,,31.45707130432129
2002-08-08,Volume,,,,,,,7995.0,,,7543798.0
2002-08-09,Adj Close,,,,,,,58.67696762084961,,,25.80714988708496
2002-08-09,Close,,,,,,,64.4963150024414,,,30.678279876708984
2002-08-09,High,,,,,,,65.5653076171875,,,30.96841812133789
2002-08-09,Low,,,,,,,64.13997650146484,,,30.1285457611084
2002-08-09,Open,,,,,,,65.4940414428711,,,30.663009643554688
2002-08-09,Volume,,,,,,,4386.0,,,7520318.0
2002-08-12,Adj Close,,,,,63.534080505371094,,58.67696762084961,,,25.85853385925293
2002-08-12,Close,,,,,63.77576446533203,,64.4963150024414,,,30.739362716674805
2002-08-12,High,,,,,64.124267578125,,66.06417846679688,,,31.15166473388672
2002-08-12,Low,,,,,63.02897644042969,,64.28250885009766,,,30.571388244628906
2002-08-12,Open,,,,,63.626407623291016,,64.92391204833984,,,30.998958587646484
2002-08-12,Volume,,,,,20294.0,,4829.0,,,4493621.0
2002-08-13,Adj Close,,,,,65.0219955444336,,58.87147521972656,,,26.42374610900879
2002-08-13,Close,,,,,65.26934051513672,,64.71011352539062,,,31.4112606048584
2002-08-13,High,,,,,65.71741485595703,,66.06417846679688,,,31.594505310058594
2002-08-13,Low,,,,,63.875335693359375,,64.4963150024414,,,30.69355010986328
2002-08-13,Open,,,,,63.875335693359375,,66.06417846679688,,,31.060041427612305
2002-08-13,Volume,,,,,30072.0,,3328.0,,,6013939.0
2002-08-14,Adj Close,,,,,65.0219955444336,,58.806640625,,,26.988962173461914
2002-08-14,Close,,,,,65.26934051513672,,64.63884735107422,,,32.083160400390625
2002-08-14,High,,,,,67.65906524658203,,65.20897674560547,,,32.80086898803711
2002-08-14,Low,,,,,64.27362060546875,,64.06871032714844,,,31.15166473388672
2002-08-14,Open,,,,,65.31912994384766,,64.21124267578125,,,31.45707130432129
2002-08-14,Volume,,,,,72268.0,,5052.0,,,31646496.0
2002-08-15,Adj Close,,,,,65.0219955444336,,58.806640625,,,26.988962173461914
2002-08-15,Close,,,,,65.26934051513672,,64.63884735107422,,,32.083160400390625
2002-08-15,High,,,,,65.26934051513672,,64.63884735107422,,,32.083160400390625
2002-08-15,Low,,,,,65.26934051513672,,64.63884735107422,,,32.083160400390625
2002-08-15,Open,,,,,65.26934051513672,,64.63884735107422,,,32.083160400390625
2002-08-15,Volume,,,,,0.0,,0.0,,,0.0
2002-08-16,Adj Close,,,,,63.9804573059082,,59.32533264160156,,,27.31010627746582
2002-08-16,Close,,,,,64.22383880615234,,65.20897674560547,,,32.46492004394531
2002-08-16,High,,,,,67.60928344726562,,65.92164611816406,,,33.045196533203125
2002-08-16,Low,,,,,63.72597885131836,,64.99517822265625,,,32.15951156616211
2002-08-16,Open,,,,,65.21955871582031,,64.99517822265625,,,32.5260009765625
2002-08-16,Volume,,,,,49139.0,,4401.0,,,13278082.0
2002-08-19,Adj Close,,,,,64.32762908935547,,58.806640625,,,27.425716400146484
2002-08-19,Close,,,,,64.57233428955078,,64.63884735107422,,,32.602352142333984
2002-08-19,High,,,,,69.5509262084961,,65.85037994384766,,,33.10627746582031
2002-08-19,Low,,,,,64.124267578125,,60.220314025878906,,,32.327484130859375
2002-08-19,Open,,,,,68.75435638427734,,65.5653076171875,,,32.93830490112305
2002-08-19,Volume,,,,,27675.0,,5225.0,,,6525359.0
2002-08-20,Adj Close,,,,,67.35307312011719,,60.23304748535156,,,27.875324249267578
2002-08-20,Close,,,,,67.60928344726562,,66.20671081542969,,,33.136817932128906
2002-08-20,High,,,,,68.60499572753906,,66.77684020996094,,,33.39641571044922
2002-08-20,Low,,,,,64.22383880615234,,64.13997650146484,,,31.62504768371582
2002-08-20,Open,,,,,65.418701171875,,64.13997650146484,,,32.37329864501953
2002-08-20,Volume,,,,,71758.0,,14379.0,,,18570513.0
2002-08-21,Adj Close,,,,,69.13856506347656,,63.604530334472656,,,27.96524429321289
2002-08-21,Close,,,,,69.40157318115234,,69.9125747680664,,,33.24371337890625
2002-08-21,High,,,,,70.54664611816406,,71.97930908203125,,,34.1141242980957
2002-08-21,Low,,,,,66.81270599365234,,66.49177551269531,,,32.64816665649414
2002-08-21,Open,,,,,67.70885467529297,,66.49177551269531,,,33.33533477783203
2002-08-21,Volume,,,,,105698.0,,40045.0,,,15031953.0
2002-08-22,Adj Close,,,,,68.34500885009766,,63.28033447265625,,,27.41287612915039
2002-08-22,Close,,,,,68.60499572753906,,69.55624389648438,,,32.58708190917969
2002-08-22,High,,,,,70.94493865966797,,71.83677673339844,,,33.594932556152344
2002-08-22,Low,,,,,67.95777893066406,,69.12864685058594,,,32.403839111328125
2002-08-22,Open,,,,,70.49686431884766,,70.98157501220703,,,33.38114547729492
2002-08-22,Volume,,,,,48757.0,,17942.0,,,12063627.0
2002-08-23,Adj Close,,,,,71.1224594116211,,63.02101516723633,,,27.335800170898438
2002-08-23,Close,,,,,71.39301300048828,,69.27117919921875,,,32.495460510253906
2002-08-23,High,,,,,81.64891052246094,,70.83904266357422,,,33.12154769897461
2002-08-23,Low,,,,,65.71741485595703,,68.48724365234375,,,32.26640319824219
2002-08-23,Open,,,,,68.80414581298828,,70.83904266357422,,,32.8314094543457
2002-08-23,Volume,,,,,154575.0,,10306.0,,,7820961.0
2002-08-26,Adj Close,,,,,73.15594482421875,,67.04088592529297,,,27.51563835144043
2002-08-26,Close,,,,,73.43423461914062,,73.68971252441406,,,32.70924758911133
2002-08-26,High,,,,,74.57930755615234,,75.9702377319336,,,33.1826286315918
2002-08-26,Low,,,,,70.74579620361328,,70.98157501220703,,,32.083160400390625
2002-08-26,Open,,,,,71.94065856933594,,71.83677673339844,,,32.29694366455078
2002-08-26,Volume,,,,,116496.0,,36747.0,,,7283134.0
2002-08-27,Adj Close,,,,,72.6103744506836,,66.71668243408203,,,26.744897842407227
2002-08-27,Close,,,,,72.88658905029297,,73.3333740234375,,,31.793020248413086
2002-08-27,High,,,,,77.51667785644531,,78.393310546875,,,33.12154769897461
2002-08-27,Low,,,,,72.18958282470703,,72.69197845458984,,,31.62504768371582
2002-08-27,Open,,,,,74.67887878417969,,75.11504364013672,,,32.93830490112305
2002-08-27,Volume,,,,,249288.0,,69237.0,,,8408555.0
2002-08-28,Adj Close,,,,,71.76722717285156,,66.52217102050781,,,26.65497398376465
2002-08-28,Close,,,,,72.04022979736328,,73.11957550048828,,,31.686128616333008
2002-08-28,High,,,,,73.185302734375,,74.47364044189453,,,32.05261993408203
2002-08-28,Low,,,,,71.34322357177734,,71.3379135131836,,,31.380720138549805
2002-08-28,Open,,,,,72.93637084960938,,72.76324462890625,,,32.05261993408203
2002-08-28,Volume,,,,,70137.0,,25116.0,,,5629362.0
2002-08-29,Adj Close,,,,,70.52729034423828,,64.57708740234375,,,26.60359001159668
2002-08-29,Close,,,,,70.79557800292969,,70.98157501220703,,,31.62504768371582
2002-08-29,High,,,,,71.94065856933594,,72.90577697753906,,,32.25113296508789
2002-08-29,Low,,,,,70.29772186279297,,70.625244140625,,,31.15166473388672
2002-08-29,Open,,,,,71.69172668457031,,72.62071228027344,,,31.594505310058594
2002-08-29,Volume,,,,,33459.0,,11047.0,,,5250905.0
2002-08-30,Adj Close,,,,,72.1144027709961,,65.93864440917969,,,28.37630271911621
2002-08-30,Close,,,,,72.38872528076172,,72.4781723022461,,,33.732364654541016
2002-08-30,High,,,,,72.78701782226562,,74.33110809326172,,,33.90034103393555
2002-08-30,Low,,,,,70.69600677490234,,71.26663970947266,,,31.8846435546875
2002-08-30,Open,,,,,70.69600677490234,,71.26663970947266,,,32.006805419921875
2002-08-30,Volume,,,,,42895.0,,12408.0,,,17167899.0
2002-09-02,Adj Close,,,,,72.4119873046875,,66.06832885742188,,,29.0571346282959
2002-09-02,Close,,,,,72.68744659423828,,72.62071228027344,,,34.54169845581055
2002-09-02,High,,,,,74.52952575683594,,74.47364044189453,,,35.10670471191406
2002-09-02,Low,,,,,72.23937225341797,,71.26663970947266,,,34.20574951171875
2002-09-02,Open,,,,,72.93637084960938,,74.0460433959961,,,34.22101974487305
2002-09-02,Volume,,,,,65237.0,,19001.0,,,13504422.0
2002-09-03,Adj Close,,,,,71.32084655761719,,64.77159118652344,,,26.744897842407227
2002-09-03,Close,,,,,71.59215545654297,,71.19537353515625,,,31.793020248413086
2002-09-03,High,,,,,72.78701782226562,,74.75870513916016,,,34.75548553466797
2002-09-03,Low,,,,,71.24365234375,,70.625244140625,,,31.60977554321289
2002-09-03,Open,,,,,72.78701782226562,,72.69197845458984,,,34.66386032104492
2002-09-03,Volume,,,,,26950.0,,8117.0,,,14823531.0
2002-09-04,Adj Close,,,,,69.93212890625,,64.25289154052734,,,27.194494247436523
2002-09-04,Close,,,,,70.19815063476562,,70.625244140625,,,32.327484130859375
2002-09-04,High,,,,,70.69600677490234,,71.19537353515625,,,32.632896423339844
2002-09-04,Low,,,,,69.25221252441406,,69.12864685058594,,,30.846254348754883
2002-09-04,Open,,,,,70.69600677490234,,69.19991302490234,,,30.846254348754883
2002-09-04,Volume,,,,,38987.0,,6578.0,,,15604275.0
2002-09-05,Adj Close,,,,,70.37849426269531,,63.99354934692383,,,26.873353958129883
2002-09-05,Close,,,,,70.6462173461914,,70.34017944335938,,,31.94572639465332
2002-09-05,High,,,,,71.69172668457031,,72.69197845458984,,,32.678707122802734
2002-09-05,Low,,,,,70.24793243408203,,69.84130859375,,,31.762481689453125
2002-09-05,Open,,,,,71.44279479980469,,71.97930908203125,,,32.5260009765625
2002-09-05,Volume,,,,,24480.0,,5012.0,,,8742029.0
2002-09-06,Adj Close,,,,,67.89863586425781,,62.30781555175781,,,26.333829879760742
2002-09-06,Close,,,,,68.15692138671875,,68.48724365234375,,,31.304367065429688
2002-09-06,High,,,,,70.19815063476562,,70.91030883789062,,,32.174781799316406
2002-09-06,Low,,,,,67.85820770263672,,67.70330810546875,,,31.15166473388672
2002-09-06,Open,,,,,69.70028686523438,,70.91030883789062,,,31.915185928344727
2002-09-06,Volume,,,,,22121.0,,4906.0,,,9173226.0
2002-09-09,Adj Close,,,,,66.41072082519531,,59.90885925292969,,,26.47513198852539
2002-09-09,Close,,,,,66.66334533691406,,65.85037994384766,,,31.47234344482422
2002-09-09,High,,,,,69.20243072509766,,69.84130859375,,,31.747209548950195
2002-09-09,Low,,,,,66.21527099609375,,64.99517822265625,,,30.87679672241211
2002-09-09,Open,,,,,68.25650024414062,,68.55850982666016,,,31.365449905395508
2002-09-09,Volume,,,,,27138.0,,6116.0,,,4514177.0
2002-09-10,Adj Close,,,,,66.41072082519531,,59.90885925292969,,,26.47513198852539
2002-09-10,Close,,,,,66.66334533691406,,65.85037994384766,,,31.47234344482422
2002-09-10,High,,,,,66.66334533691406,,65.85037994384766,,,31.47234344482422
2002-09-10,Low,,,,,66.66334533691406,,65.85037994384766,,,31.47234344482422
2002-09-10,Open,,,,,66.66334533691406,,65.85037994384766,,,31.47234344482422
2002-09-10,Volume,,,,,0.0,,0.0,,,0.0
2002-09-11,Adj Close,,,,,68.14662170410156,,61.20558166503906,,,26.61644172668457
2002-09-11,Close,,,,,68.40585327148438,,67.27571105957031,,,31.640317916870117
2002-09-11,High,,,,,69.00328826904297,,70.41144561767578,,,32.312217712402344
2002-09-11,Low,,,,,65.0204086303711,,66.2779769897461,,,31.487613677978516
2002-09-11,Open,,,,,67.16120910644531,,66.2779769897461,,,31.7319393157959
2002-09-11,Volume,,,,,18715.0,,8052.0,,,5823188.0
2002-09-12,Adj Close,,,,,68.89057922363281,,60.557228088378906,,,26.924732208251953
2002-09-12,Close,,,,,69.15264129638672,,66.56304168701172,,,32.006805419921875
2002-09-12,High,,,,,69.70028686523438,,68.77230834960938,,,32.37329864501953
2002-09-12,Low,,,,,67.70885467529297,,65.5653076171875,,,31.686128616333008
2002-09-12,Open,,,,,67.85820770263672,,68.70104217529297,,,31.7319393157959
2002-09-12,Volume,,,,,19041.0,,6325.0,,,14829601.0
2002-09-13,Adj Close,,,,,67.94823455810547,,59.714351654052734,,,26.333829879760742
2002-09-13,Close,,,,,68.20671081542969,,65.63658142089844,,,31.304367065429688
2002-09-13,High,,,,,69.20243072509766,,67.34697723388672,,,31.93045425415039
2002-09-13,Low,,,,,67.75863647460938,,65.35150909423828,,,31.166933059692383
2002-09-13,Open,,,,,68.95349884033203,,66.2779769897461,,,31.762481689453125
2002-09-13,Volume,,,,,13978.0,,5361.0,,,4895338.0
2002-09-16,Adj Close,,,,,67.20427703857422,,57.63957977294922,,,26.141138076782227
2002-09-16,Close,,,,,67.45992279052734,,63.35604476928711,,,31.0753116607666
2002-09-16,High,,,,,68.60499572753906,,65.63658142089844,,,31.701398849487305
2002-09-16,Low,,,,,66.91227722167969,,62.358314514160156,,,30.87679672241211
2002-09-16,Open,,,,,67.70885467529297,,64.13997650146484,,,31.45707130432129
2002-09-16,Volume,,,,,11024.0,,13766.0,,,3764777.0
2002-09-17,Adj Close,,,,,66.85709381103516,,57.50990676879883,,,25.550233840942383
2002-09-17,Close,,,,,67.11141967773438,,63.2135124206543,,,30.37287139892578
2002-09-17,High,,,,,68.65478515625,,64.85264587402344,,,31.380720138549805
2002-09-17,Low,,,,,66.91227722167969,,62.857177734375,,,30.17435646057129
2002-09-17,Open,,,,,67.75863647460938,,64.85264587402344,,,31.15166473388672
2002-09-17,Volume,,,,,23973.0,,5754.0,,,14348292.0
2002-09-18,Adj Close,,,,,66.36112213134766,,56.472530364990234,,,25.03640365600586
2002-09-18,Close,,,,,66.61356353759766,,62.073246002197266,,,29.762054443359375
2002-09-18,High,,,,,67.70885467529297,,64.13997650146484,,,30.96841812133789
2002-09-18,Low,,,,,66.06591796875,,61.431846618652344,,,29.62462043762207
2002-09-18,Open,,,,,67.70885467529297,,64.13997650146484,,,30.22016716003418
2002-09-18,Volume,,,,,12213.0,,7460.0,,,16627079.0
2002-09-19,Adj Close,,,,,64.92279815673828,,55.240638732910156,,,23.764673233032227
2002-09-19,Close,,,,,65.16976928710938,,60.719181060791016,,,28.250282287597656
2002-09-19,High,,,,,66.713134765625,,62.71464538574219,,,30.189626693725586
2002-09-19,Low,,,,,64.32341003417969,,60.50537872314453,,,27.456220626831055
2002-09-19,Open,,,,,66.36463165283203,,62.71464538574219,,,29.868947982788086
2002-09-19,Volume,,,,,18922.0,,7949.0,,,18495312.0
2002-09-20,Adj Close,,,,,64.32762908935547,,55.953834533691406,,,22.261716842651367
2002-09-20,Close,,,,,64.57233428955078,,61.50311279296875,,,26.46364402770996
2002-09-20,High,,,,,65.418701171875,,62.50084686279297,,,28.250282287597656
2002-09-20,Low,,,,,63.477046966552734,,60.57664489746094,,,26.12769317626953
2002-09-20,Open,,,,,64.42298126220703,,61.28931427001953,,,26.875944137573242
2002-09-20,Volume,,,,,15153.0,,4368.0,,,23661560.0
2002-09-23,Adj Close,,,,,63.335689544677734,,56.27802276611328,,,22.094722747802734
2002-09-23,Close,,,,,63.57661819458008,,61.85944747924805,,,26.265127182006836
2002-09-23,High,,,,,64.97062683105469,,63.99744415283203,,,27.410409927368164
2002-09-23,Low,,,,,63.228118896484375,,61.36058044433594,,,25.959720611572266
2002-09-23,Open,,,,,63.72597885131836,,62.64337921142578,,,26.769052505493164
2002-09-23,Volume,,,,,9408.0,,3698.0,,,22430265.0
2002-09-24,Adj Close,,,,,60.85582733154297,,54.52743148803711,,,22.004802703857422
2002-09-24,Close,,,,,61.08732223510742,,59.935245513916016,,,26.158235549926758
2002-09-24,High,,,,,63.72597885131836,,61.07551193237305,,,26.63161849975586
2002-09-24,Low,,,,,60.04182052612305,,59.578914642333984,,,25.730663299560547
2002-09-24,Open,,,,,63.626407623291016,,60.64791488647461,,,25.959720611572266
2002-09-24,Volume,,,,,32444.0,,5218.0,,,17147464.0
2002-09-25,Adj Close,,,,,61.55018997192383,,55.370304107666016,,,22.904006958007812
